Episodio,Puntaje
1402,[499.]
1403,[298.]
1404,[235.]
1405,[181.]
1406,[374.]
1407,[287.]
1408,[352.]
1409,[543.]
1410,[532.]
1411,[430.]
1412,[348.]
1413,[258.]
1414,[361.]
1415,[755.]
1416,[267.]
1417,[185.]
1418,[294.]
1419,[149.]
1420,[457.]
1421,[141.]
1422,[287.]
1423,[287.]
1424,[377.]
1425,[178.]
1426,[274.]
1427,[132.]
1428,[292.]
1429,[326.]
1430,[238.]
1431,[409.]
1432,[340.]
1433,[118.]
1434,[659.]
1435,[635.]
1436,[265.]
1437,[642.]
1438,[482.]
1439,[385.]
1440,[258.]
1441,[583.]
1442,[321.]
1443,[358.]
1444,[377.]
1445,[212.]
1446,[715.]
1447,[511.]
1448,[581.]
1449,[161.]
1450,[263.]
1451,[162.]
1452,[500.]
1453,[104.]
1454,[298.]
1455,[431.]
1456,[319.]
1457,[123.]
1458,[538.]
1459,[321.]
1460,[477.]
1461,[427.]
1462,[759.]
1463,[701.]
1464,[104.]
1465,[167.]
1466,[464.]
1467,[104.]
1468,[295.]
1469,[230.]
1470,[212.]
1471,[191.]
1472,[590.]
1473,[475.]
1474,[571.]
1475,[381.]
1476,[538.]
1477,[135.]
1478,[431.]
1479,[607.]
1480,[126.]
1481,[302.]
1482,[336.]
1483,[790.]
1484,[522.]
1485,[310.]
1486,[761.]
1487,[217.]
1488,[145.]
1489,[428.]
1490,[163.]
1491,[205.]
1492,[1236.]
1493,[478.]
1494,[464.]
1495,[221.]
1496,[666.]
1497,[242.]
1498,[137.]
1499,[184.]
1500,[461.]
1501,[505.]
1502,[483.]
1503,[303.]
1504,[305.]
1505,[337.]
1506,[573.]
1507,[140.]
1508,[364.]
1509,[710.]
1510,[226.]
1511,[632.]
1512,[428.]
1513,[509.]
1514,[104.]
1515,[361.]
1516,[295.]
1517,[317.]
1518,[239.]
1519,[386.]
1520,[335.]
1521,[215.]
1522,[359.]
1523,[465.]
1524,[307.]
1525,[757.]
1526,[634.]
1527,[438.]
1528,[363.]
1529,[280.]
1530,[416.]
1531,[557.]
1532,[148.]
1533,[549.]
1534,[141.]
1535,[545.]
1536,[289.]
1537,[197.]
1538,[249.]
1539,[278.]
1540,[151.]
1541,[149.]
1542,[312.]
1543,[478.]
1544,[424.]
1545,[362.]
1546,[288.]
1547,[399.]
1548,[136.]
1549,[498.]
1550,[159.]
1551,[726.]
1552,[231.]
1553,[174.]
1554,[574.]
1555,[140.]
1556,[377.]
1557,[147.]
1558,[676.]
1559,[133.]
1560,[1134.]
1561,[509.]
1562,[452.]
1563,[243.]
1564,[141.]
1565,[104.]
1566,[234.]
1567,[607.]
1568,[289.]
1569,[184.]
1570,[770.]
1571,[497.]
1572,[390.]
1573,[104.]
1574,[201.]
1575,[441.]
1576,[144.]
1577,[150.]
1578,[242.]
1579,[205.]
1580,[435.]
1581,[469.]
1582,[676.]
1583,[474.]
1584,[458.]
1585,[316.]
1586,[718.]
1587,[588.]
1588,[156.]
1589,[119.]
1590,[247.]
1591,[648.]
1592,[516.]
1593,[499.]
1594,[374.]
1595,[189.]
1596,[249.]
1597,[152.]
1598,[886.]
1599,[365.]
1600,[125.]
1601,[455.]
1602,[209.]
1603,[233.]
1604,[552.]
1605,[495.]
1606,[222.]
1607,[363.]
1608,[300.]
1609,[184.]
1610,[340.]
1611,[307.]
1612,[395.]
1613,[339.]
1614,[247.]
1615,[405.]
1616,[571.]
1617,[1273.]
1618,[379.]
1619,[239.]
1620,[280.]
1621,[348.]
1622,[170.]
1623,[763.]
1624,[424.]
1625,[124.]
1626,[162.]
1627,[418.]
1628,[185.]
1629,[499.]
1630,[296.]
1631,[123.]
1632,[745.]
1633,[553.]
1634,[132.]
1635,[273.]
1636,[331.]
1637,[306.]
1638,[285.]
1639,[773.]
1640,[299.]
1641,[130.]
1642,[245.]
1643,[288.]
1644,[260.]
1645,[333.]
1646,[312.]
1647,[248.]
1648,[194.]
1649,[154.]
1650,[141.]
1651,[627.]
1652,[189.]
1653,[895.]
1654,[331.]
1655,[144.]
1656,[550.]
1657,[597.]
1658,[460.]
1659,[438.]
1660,[301.]
1661,[599.]
1662,[1150.]
1663,[182.]
1664,[425.]
1665,[834.]
1666,[350.]
1667,[210.]
1668,[323.]
1669,[327.]
1670,[168.]
1671,[347.]
1672,[145.]
1673,[252.]
1674,[203.]
1675,[237.]
1676,[216.]
1677,[146.]
1678,[238.]
1679,[864.]
1680,[119.]
1681,[194.]
1682,[262.]
1683,[196.]
1684,[159.]
1685,[290.]
1686,[560.]
1687,[351.]
1688,[137.]
1689,[134.]
1690,[548.]
1691,[225.]
1692,[751.]
1693,[735.]
1694,[364.]
1695,[182.]
1696,[634.]
1697,[154.]
1698,[122.]
1699,[217.]
1700,[703.]
1701,[602.]
1702,[603.]
1703,[554.]
1704,[338.]
1705,[386.]
1706,[300.]
1707,[226.]
1708,[149.]
1709,[281.]
1710,[553.]
1711,[1002.]
1712,[434.]
1713,[600.]
1714,[429.]
1715,[421.]
1716,[256.]
1717,[630.]
1718,[411.]
1719,[470.]
1720,[131.]
